time (us), m_acc_x, m_acc_y, m_acc_z, m_mag_x, m_gyr_y, m_gyr_z, m_mag_x, m_mag_y, m_mag_z, l_acc_x, l_acc_y, l_acc_z, l_gyr_x, l_gyr_y, l_gyr_z, l_mag_x, l_mag_y, l_mag_z
121786437, -0.014365, +0.263362, +9.811438, -0.024477, -0.011706, -0.001064, +68.446289, +0.896484, +38.070703, -0.136391, +0.129212, +9.690932, -0.045204, -0.003665, +0.039095, +53.012000, -37.120000, +55.332000,
121887504, -0.009577, +0.234632, +9.844957, -0.023413, -0.012771, -0.002128, +68.088867, -0.179297, +36.692578, -0.035892, +0.093320, +9.655039, -0.047647, -0.013439, +0.039095, +53.186000, -37.178000, +54.984000,
121988555, -0.019154, +0.201113, +9.686940, -0.026606, -0.011706, +0.002128, +69.161133, +0.179297, +36.692578, -0.043071, +0.129212, +9.676575, -0.040317, +0.001222, +0.034208, +52.258000, -37.062000, +55.680000,
122089627, -0.014365, +0.354342, +9.878476, -0.025541, -0.014899, +0.000000, +67.910156, +1.434375, +37.553906, -0.014357, +0.129212, +9.619147, -0.046426, -0.006109, +0.037874, +52.896000, -36.772000, +56.724000,
122190685, -0.038307, +0.330400, +9.931148, -0.025541, -0.014899, +0.004257, +68.625000, +0.358594, +36.864844, -0.107677, +0.107677, +9.640682, -0.043982, -0.010996, +0.031765, +52.664000, -36.946000, +55.448000,
122291762, -0.043096, +0.311246, +9.639056, -0.026606, -0.011706, +0.003193, +68.625000, +0.358594, +36.864844, -0.107677, +0.114855, +9.504291, -0.037874, -0.008552, +0.034208, +52.606000, -37.352000, +54.578000,
122392828, -0.004788, +0.272939, +9.648633, -0.026606, -0.012771, +0.001064, +69.697266, +1.792969, +37.898438, -0.050249, +0.122034, +9.540184, -0.050091, -0.002443, +0.031765, +53.128000, -37.410000, +55.680000,
122493915, -0.028730, +0.296881, +9.806650, -0.027670, -0.013835, +0.000000, +67.731445, +0.896484, +36.003516, +0.028714, +0.172283, +9.669396, -0.043982, -0.010996, +0.041539, +52.954000, -37.004000, +55.854000,
122595088, +0.057461, +0.292093, +9.825804, -0.023413, -0.010642, +0.001064, +68.625000, +2.868750, +37.898438, -0.050249, +0.093320, +9.633504, -0.043982, -0.004887, +0.034208, +52.664000, -37.062000, +55.332000,
122696165, -0.019154, +0.277727, +9.605537, -0.023413, -0.011706, +0.003193, +66.837891, +0.717187, +35.831250, -0.093320, +0.143569, +9.533005, -0.043982, -0.004887, +0.035430, +53.012000, -37.004000, +55.854000,
122797228, -0.100556, +0.253785, +9.715670, -0.025541, -0.011706, -0.001064, +70.412109, +1.434375, +35.486719, -0.093320, +0.157926, +9.619147, -0.043982, -0.006109, +0.035430, +53.418000, -37.120000, +55.448000,
122898309, -0.134075, +0.282516, +9.701305, -0.025541, -0.012771, -0.001064, +70.412109, +1.434375, +35.486719, -0.050249, +0.114855, +9.619147, -0.040317, -0.004887, +0.042761, +52.838000, -37.236000, +55.680000,
122999354, -0.057461, +0.244209, +9.816227, -0.024477, -0.015963, +0.001064, +69.518555, +0.896484, +36.003516, -0.021535, +0.165105, +9.597611, -0.040317, -0.002443, +0.034208, +53.708000, -37.468000, +55.854000,
123100444, -0.067038, +0.296881, +9.792285, -0.028734, -0.012771, +0.001064, +68.267578, +1.434375, +36.520313, -0.129212, +0.157926, +9.554541, -0.046426, -0.003665, +0.035430, +52.548000, -36.946000, +55.564000,
123201538, -0.100556, +0.205901, +9.730036, -0.026606, -0.013835, +0.002128, +68.446289, +1.255078, +37.037109, -0.107677, +0.107677, +9.576076, -0.045204, -0.001222, +0.035430, +53.012000, -37.410000, +55.390000,
123302605, -0.095768, +0.306458, +9.686940, -0.026606, -0.014899, +0.001064, +68.088867, +1.255078, +38.415234, -0.078963, +0.165105, +9.511470, -0.048869, -0.008552, +0.039095, +53.186000, -37.584000, +56.086000,
123403704, -0.071826, +0.244209, +9.624691, -0.028734, -0.014899, +0.002128, +68.088867, +1.255078, +38.415234, -0.043071, +0.043071, +9.518648, -0.045204, -0.002443, +0.041539, +53.824000, -37.004000, +55.796000,
123504782, -0.081403, +0.258574, +9.749189, -0.028734, -0.011706, -0.001064, +69.161133, +1.613672, +36.348047, -0.064606, +0.071785, +9.712467, -0.043982, -0.008552, +0.042761, +52.664000, -37.178000, +56.144000,
123605875, +0.047884, +0.220267, +9.753978, -0.022349, -0.009578, -0.001064, +66.480469, +1.434375, +37.209375, +0.014357, +0.107677, +9.611968, -0.045204, -0.002443, +0.041539, +53.708000, -37.526000, +56.086000,
123706945, -0.043096, +0.215478, +9.782708, -0.025541, -0.012771, -0.001064, +69.518555, +1.255078, +37.381641, -0.043071, +0.078963, +9.662218, -0.042761, -0.008552, +0.041539, +53.070000, -36.772000, +56.144000,
123808051, -0.081403, +0.248997, +9.725247, -0.022349, -0.010642, +0.000000, +68.088867, +1.972266, +37.381641, -0.122034, +0.143569, +9.705288, -0.047647, -0.001222, +0.037874, +53.012000, -36.830000, +55.854000,
123909121, -0.047884, +0.272939, +9.706094, -0.026606, -0.012771, +0.003193, +68.088867, +1.972266, +37.381641, -0.136391, +0.193819, +9.662218, -0.042761, -0.008552, +0.037874, +53.012000, -36.366000, +56.318000,
124010207, -0.033519, +0.272939, +9.806650, -0.026606, -0.012771, +0.001064, +68.982422, +0.717187, +36.864844, -0.143569, +0.150748, +9.568898, -0.045204, -0.004887, +0.039095, +52.722000, -37.236000, +55.448000,
124111279, -0.067038, +0.253785, +9.667786, -0.027670, -0.011706, +0.002128, +69.518555, +1.972266, +37.726172, -0.050249, +0.136391, +9.576076, -0.039095, -0.003665, +0.034208, +52.722000, -37.294000, +55.622000,
124212370, -0.081403, +0.167594, +9.677363, -0.025541, -0.009578, -0.002128, +68.625000, +0.717187, +36.864844, -0.086142, +0.157926, +9.655039, -0.045204, -0.007330, +0.032987, +52.896000, -37.816000, +56.492000,
124313438, -0.105345, +0.268151, +9.682152, -0.028734, -0.011706, +0.004257, +70.769531, +1.792969, +37.553906, -0.107677, +0.114855, +9.597611, -0.045204, -0.007330, +0.032987, +52.780000, -37.352000, +55.506000,
124414528, -0.067038, +0.301669, +9.710882, -0.027670, -0.011706, +0.000000, +69.161133, +0.896484, +36.692578, -0.043071, +0.157926, +9.590433, -0.039095, -0.004887, +0.034208, +53.070000, -37.410000, +56.434000,
124515737, -0.105345, +0.225055, +9.567230, -0.024477, -0.012771, +0.002128, +69.161133, +0.896484, +36.692578, -0.064606, +0.107677, +9.604790, -0.042761, -0.008552, +0.037874, +53.128000, -37.584000, +55.970000,
124616805, +0.038307, +0.248997, +9.830592, -0.023413, -0.015963, +0.003193, +68.625000, +0.358594, +36.864844, -0.086142, +0.165105, +9.655039, -0.041539, -0.000000, +0.041539, +52.490000, -37.178000, +55.680000,
124717898, -0.038307, +0.244209, +9.725247, -0.026606, -0.012771, +0.003193, +69.161133, +1.255078, +36.692578, -0.086142, +0.071785, +9.611968, -0.047647, -0.003665, +0.041539, +52.664000, -37.584000, +55.564000,
124818952, -0.086191, +0.335188, +9.725247, -0.025541, -0.017028, +0.004257, +69.518555, -0.537891, +36.348047, -0.093320, +0.114855, +9.640682, -0.043982, -0.002443, +0.035430, +52.780000, -37.352000, +55.854000,
124920036, -0.100556, +0.282516, +9.667786, -0.026606, -0.011706, +0.002128, +68.982422, +0.717187, +36.520313, -0.007178, +0.114855, +9.525827, -0.043982, -0.004887, +0.040317, +53.244000, -37.120000, +55.448000,
125021128, -0.023942, +0.287304, +9.773131, -0.026606, -0.017028, +0.001064, +68.982422, +0.717187, +36.520313, -0.172283, +0.057428, +9.604790, -0.045204, -0.008552, +0.036652, +52.896000, -36.946000, +55.158000,
125122217, -0.038307, +0.282516, +9.538499, -0.025541, -0.011706, +0.000000, +69.697266, +0.358594, +35.831250, -0.086142, +0.172283, +9.583255, -0.046426, -0.002443, +0.040317, +53.128000, -37.004000, +55.738000,
125223287, -0.067038, +0.272939, +9.897630, -0.025541, -0.010642, +0.002128, +69.161133, +1.972266, +37.037109, -0.021535, +0.114855, +9.611968, -0.040317, -0.009774, +0.035430, +52.780000, -37.120000, +55.796000,
125324358, -0.086191, +0.277727, +9.835380, -0.026606, -0.010642, +0.002128, +69.161133, +1.972266, +37.037109, -0.114855, +0.150748, +9.676575, -0.046426, -0.010996, +0.039095, +52.780000, -37.816000, +55.796000,
125425422, -0.162806, +0.258574, +9.749189, -0.024477, -0.013835, -0.002128, +68.625000, +0.717187, +36.520313, -0.093320, +0.172283, +9.604790, -0.045204, -0.009774, +0.037874, +52.316000, -37.816000, +55.564000,
125526512, +0.000000, +0.301669, +9.662998, -0.025541, -0.011706, +0.001064, +68.625000, +0.717187, +36.520313, -0.078963, +0.114855, +9.705288, -0.045204, -0.007330, +0.036652, +53.244000, -37.700000, +55.854000,
125627595, -0.052672, +0.277727, +9.758766, -0.025541, -0.009578, -0.001064, +68.625000, +0.717187, +36.520313, -0.050249, +0.136391, +9.547362, -0.045204, +0.003665, +0.036652, +53.360000, -37.352000, +55.274000,
125728704, -0.086191, +0.268151, +9.610325, -0.027670, -0.014899, +0.002128, +69.161133, -0.537891, +38.415234, -0.086142, +0.143569, +9.611968, -0.047647, -0.007330, +0.035430, +53.070000, -37.178000, +56.492000,
125829777, -0.086191, +0.325611, +9.691728, -0.023413, -0.011706, +0.000000, +68.267578, +0.717187, +38.242969, -0.035892, +0.143569, +9.669396, -0.046426, -0.000000, +0.037874, +53.766000, -37.294000, +56.202000,
125930858, -0.119710, +0.339977, +9.763554, -0.027670, -0.015963, +0.001064, +68.267578, -0.358594, +35.831250, -0.071785, +0.114855, +9.604790, -0.046426, -0.007330, +0.039095, +52.896000, -37.584000, +55.738000,
126031925, +0.028730, +0.248997, +9.816227, -0.023413, -0.010642, +0.001064, +68.267578, -0.358594, +35.831250, -0.200997, +0.165105, +9.619147, -0.041539, -0.008552, +0.036652, +53.186000, -37.468000, +56.086000,
126132995, -0.186748, +0.287304, +9.715670, -0.026606, -0.014899, +0.003193, +68.803711, -1.255078, +37.381641, -0.107677, +0.150748, +9.705288, -0.050091, -0.006109, +0.040317, +53.592000, -37.874000, +56.202000,
126234054, -0.153229, +0.201113, +9.739612, -0.025541, -0.013835, +0.000000, +68.803711, -0.179297, +36.348047, -0.122034, +0.150748, +9.576076, -0.040317, -0.003665, +0.030543, +52.780000, -37.468000, +56.028000,
126335117, -0.023942, +0.220267, +9.720459, -0.027670, -0.012771, +0.002128, +69.875977, +1.255078, +36.692578, -0.071785, +0.064606, +9.698110, -0.046426, -0.002443, +0.041539, +52.316000, -37.990000, +55.970000,
126452062, -0.047884, +0.287304, +9.591172, -0.024477, -0.015963, +0.001064, +68.088867, +1.613672, +37.037109, -0.114855, +0.086142, +9.626325, -0.042761, +0.001222, +0.036652, +53.244000, -37.584000, +56.028000,
126553152, -0.081403, +0.344765, +9.768343, -0.024477, -0.010642, +0.002128, +67.910156, +1.075781, +36.520313, -0.093320, +0.064606, +9.597611, -0.040317, -0.007330, +0.039095, +52.548000, -37.758000, +56.376000,
126654253, -0.052672, +0.301669, +9.691728, -0.024477, -0.012771, +0.002128, +67.910156, +1.075781, +36.520313, -0.107677, +0.150748, +9.712467, -0.050091, -0.007330, +0.037874, +53.244000, -37.584000, +55.912000,
126755314, -0.071826, +0.196325, +9.691728, -0.027670, -0.012771, +0.000000, +69.518555, +0.179297, +37.726172, -0.107677, +0.186640, +9.611968, -0.045204, -0.006109, +0.036652, +52.954000, -37.468000, +56.434000,
126856402, -0.138864, +0.239420, +9.758766, -0.024477, -0.014899, +0.000000, +69.518555, +1.972266, +36.692578, -0.143569, +0.150748, +9.626325, -0.042761, -0.009774, +0.035430, +52.896000, -37.178000, +56.318000,
126957460, -0.162806, +0.407014, +9.481039, -0.026606, -0.013835, +0.004257, +68.625000, +1.434375, +35.831250, -0.200997, +0.122034, +9.583255, -0.046426, -0.008552, +0.034208, +52.606000, -37.468000, +56.434000,
127058560, -0.086191, +0.296881, +9.725247, -0.024477, -0.010642, -0.001064, +68.625000, +0.358594, +37.553906, -0.093320, +0.136391, +9.561719, -0.043982, -0.014661, +0.040317, +53.592000, -37.642000, +56.260000,
127159613, -0.095768, +0.277727, +9.624691, -0.028734, -0.015963, +0.003193, +68.803711, +0.537891, +37.381641, -0.165105, +0.093320, +9.690932, -0.041539, -0.007330, +0.039095, +53.186000, -37.932000, +56.260000,
127260707, -0.105345, +0.196325, +9.696517, -0.023413, -0.014899, +0.001064, +68.803711, +0.537891, +37.381641, -0.093320, +0.129212, +9.604790, -0.040317, -0.004887, +0.037874, +52.606000, -37.352000, +55.970000,
127361760, +0.038307, +0.239420, +9.706094, -0.026606, -0.011706, +0.000000, +68.625000, +1.792969, +36.864844, -0.028714, +0.028714, +9.626325, -0.043982, +0.004887, +0.037874, +53.070000, -37.120000, +55.622000,
127462827, -0.057461, +0.220267, +9.672575, -0.027670, -0.013835, +0.000000, +68.625000, +0.717187, +36.864844, -0.021535, +0.186640, +9.719645, -0.040317, -0.006109, +0.036652, +53.592000, -37.004000, +55.854000,
127563893, +0.000000, +0.292093, +9.710882, -0.027670, -0.010642, +0.000000, +68.803711, +0.537891, +36.003516, -0.035892, +0.122034, +9.662218, -0.043982, -0.012217, +0.035430, +53.012000, -37.700000, +55.970000,
127664987, -0.158017, +0.292093, +9.696517, -0.026606, -0.012771, +0.003193, +67.910156, +1.434375, +36.520313, -0.122034, +0.071785, +9.633504, -0.046426, -0.006109, +0.034208, +52.722000, -37.584000, +55.912000,
127766048, -0.138864, +0.320823, +9.840169, -0.025541, -0.012771, +0.002128, +67.910156, +1.434375, +36.520313, -0.122034, +0.093320, +9.597611, -0.043982, -0.004887, +0.035430, +52.954000, -37.236000, +55.448000,
127867128, -0.129287, +0.359130, +9.686940, -0.026606, -0.015963, +0.003193, +69.875977, +1.255078, +37.037109, -0.172283, +0.136391, +9.633504, -0.045204, -0.009774, +0.035430, +53.244000, -36.830000, +56.666000,
127968194, -0.028730, +0.296881, +9.768343, -0.029798, -0.014899, +0.004257, +70.412109, +1.075781, +35.831250, -0.100499, +0.136391, +9.655039, -0.042761, -0.004887, +0.041539, +53.244000, -37.932000, +56.550000,
128069273, -0.062249, +0.296881, +9.648633, -0.024477, -0.013835, +0.004257, +70.412109, +1.075781, +35.831250, -0.071785, +0.129212, +9.655039, -0.045204, -0.008552, +0.035430, +53.070000, -37.526000, +55.738000,
128170327, -0.105345, +0.292093, +9.677363, -0.027670, -0.014899, +0.001064, +69.518555, +2.330859, +36.348047, -0.086142, +0.157926, +9.511470, -0.050091, -0.009774, +0.036652, +53.244000, -37.990000, +55.622000,
128271415, +0.038307, +0.354342, +9.667786, -0.027670, -0.012771, +0.003193, +69.518555, +2.330859, +36.348047, +0.021535, +0.122034, +9.626325, -0.041539, -0.010996, +0.039095, +53.070000, -37.062000, +54.578000,
128372574, +0.043096, +0.248997, +9.686940, -0.023413, -0.011706, +0.002128, +69.518555, +2.330859, +36.348047, -0.057428, +0.179462, +9.698110, -0.047647, -0.009774, +0.040317, +52.490000, -37.700000, +56.144000,
128473650, +0.023942, +0.248997, +9.888053, -0.024477, -0.013835, +0.001064, +69.518555, +1.255078, +34.969922, -0.000000, +0.136391, +9.633504, -0.050091, -0.013439, +0.040317, +53.186000, -37.352000, +55.622000,
128574709, -0.129287, +0.239420, +9.892841, -0.024477, -0.013835, +0.002128, +69.518555, +1.255078, +34.969922, -0.050249, +0.157926, +9.669396, -0.037874, -0.002443, +0.032987, +52.780000, -37.178000, +56.028000,
128675799, +0.004788, +0.325611, +9.725247, -0.024477, -0.012771, +0.004257, +68.803711, +0.896484, +37.381641, -0.093320, +0.043071, +9.626325, -0.042761, -0.004887, +0.040317, +52.374000, -36.946000, +56.318000,
128776854, +0.028730, +0.258574, +9.701305, -0.024477, -0.011706, +0.002128, +68.803711, +0.896484, +37.381641, -0.043071, +0.043071, +9.662218, -0.047647, -0.007330, +0.032987, +52.954000, -37.700000, +55.042000,
128877957, -0.095768, +0.296881, +9.686940, -0.027670, -0.011706, +0.001064, +68.803711, +0.896484, +37.381641, -0.143569, +0.215354, +9.683753, -0.043982, -0.003665, +0.039095, +52.896000, -37.178000, +56.782000,
128979005, -0.076614, +0.277727, +9.691728, -0.024477, -0.012771, +0.003193, +68.982422, +0.717187, +37.898438, -0.129212, +0.136391, +9.576076, -0.043982, -0.001222, +0.036652, +53.534000, -37.526000, +55.448000,
129080101, -0.153229, +0.239420, +9.629479, -0.023413, -0.012771, +0.002128, +68.982422, +0.717187, +37.898438, -0.086142, +0.114855, +9.540184, -0.047647, -0.004887, +0.039095, +53.360000, -38.106000, +55.970000,
129181211, -0.014365, +0.301669, +9.816227, -0.026606, -0.011706, +0.000000, +68.088867, +0.896484, +36.348047, -0.071785, +0.129212, +9.590433, -0.046426, -0.002443, +0.042761, +53.418000, -38.164000, +55.506000,
129282271, -0.143652, +0.229843, +9.844957, -0.026606, -0.011706, +0.002128, +68.088867, +0.896484, +36.348047, -0.035892, +0.157926, +9.669396, -0.041539, -0.012217, +0.034208, +53.418000, -37.642000, +55.622000,
129383369, -0.047884, +0.268151, +9.816227, -0.028734, -0.014899, +0.001064, +68.088867, +0.896484, +36.348047, -0.093320, +0.143569, +9.669396, -0.048869, -0.003665, +0.037874, +52.896000, -37.410000, +55.390000,
129484407, -0.090980, +0.277727, +9.710882, -0.026606, -0.014899, +0.003193, +67.731445, +0.896484, +36.348047, -0.100499, +0.093320, +9.719645, -0.042761, -0.000000, +0.039095, +53.476000, -37.468000, +56.144000,
129585505, -0.019154, +0.292093, +9.725247, -0.023413, -0.012771, +0.004257, +67.731445, +0.896484, +36.348047, -0.086142, +0.136391, +9.676575, -0.045204, -0.009774, +0.036652, +53.302000, -37.526000, +56.144000,
129686566, +0.052672, +0.287304, +9.801862, -0.023413, -0.012771, +0.002128, +68.982422, +0.717187, +36.175781, -0.150748, +0.143569, +9.554541, -0.039095, -0.010996, +0.037874, +52.490000, -37.352000, +55.100000,
129787684, -0.129287, +0.253785, +9.677363, -0.026606, -0.013835, +0.001064, +68.625000, +1.075781, +36.520313, -0.114855, +0.165105, +9.619147, -0.052534, -0.004887, +0.036652, +53.650000, -37.526000, +55.448000,
129888774, -0.119710, +0.248997, +9.662998, -0.026606, -0.008514, +0.001064, +68.625000, +1.075781, +36.520313, -0.172283, +0.136391, +9.676575, -0.039095, -0.010996, +0.032987, +53.360000, -37.468000, +55.738000,
129989885, -0.129287, +0.359130, +9.677363, -0.027670, -0.013835, +0.004257, +68.982422, +1.434375, +38.242969, -0.122034, +0.107677, +9.540184, -0.043982, -0.010996, +0.034208, +52.896000, -37.816000, +56.202000,
130090938, +0.062249, +0.330400, +9.739612, -0.023413, -0.013835, +0.001064, +68.982422, +1.434375, +38.242969, -0.043071, +0.078963, +9.676575, -0.041539, -0.003665, +0.030543, +53.012000, -37.700000, +55.912000,
130192047, -0.143652, +0.234632, +9.691728, -0.026606, -0.013835, +0.004257, +69.339844, +1.075781, +36.520313, -0.057428, +0.078963, +9.769895, -0.045204, -0.008552, +0.036652, +53.476000, -37.062000, +56.086000,
130293228, +0.052672, +0.330400, +9.725247, -0.023413, -0.015963, +0.001064, +68.803711, -0.179297, +36.692578, +0.035892, +0.150748, +9.683753, -0.040317, -0.003665, +0.039095, +53.186000, -37.178000, +56.492000,
130394310, -0.086191, +0.335188, +9.662998, -0.023413, -0.010642, +0.002128, +68.803711, -0.179297, +36.692578, -0.122034, +0.086142, +9.676575, -0.041539, -0.003665, +0.042761, +53.012000, -37.352000, +55.332000,
130495373, -0.019154, +0.296881, +9.691728, -0.023413, -0.013835, +0.003193, +68.267578, +1.434375, +36.175781, -0.107677, +0.071785, +9.662218, -0.046426, -0.004887, +0.035430, +53.070000, -37.468000, +56.376000,
130596457, -0.076614, +0.282516, +9.691728, -0.024477, -0.013835, +0.004257, +69.161133, -0.179297, +38.415234, -0.057428, +0.143569, +9.719645, -0.045204, -0.008552, +0.034208, +52.664000, -36.830000, +55.564000,
130697524, -0.014365, +0.196325, +9.883264, -0.030863, -0.012771, -0.001064, +69.161133, +1.613672, +37.381641, -0.043071, +0.143569, +9.626325, -0.046426, -0.004887, +0.035430, +52.664000, -36.772000, +55.796000,
